,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph
17596,17596,imperceptibly,perceptibly,im-perceptibly,im,meta-llama/Llama-2-13b-chat-hf,"['imper', 'cept', 'ibly']",Incorrect,Correct,"['per', 'cept', 'ibly']",Incorrect,Incorrect,"['im', '-', 'per', 'cept', 'ibly']",Correct,Correct,sentencepiece,1,Under-segmented
17606,17606,impersonally,personally,im-personally,im,meta-llama/Llama-2-13b-chat-hf,"['imp', 'erson', 'ally']",Incorrect,Correct,['personally'],Not segmented,Not segmented,"['im', '-', 'person', 'ally']",Correct,Correct,sentencepiece,1,Under-segmented
17616,17616,unimpressively,impressively,un-impressively,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'im', 'press', 'ively']",Correct,Correct,"['impress', 'ively']",Incorrect,Incorrect,"['un', '-', 'im', 'press', 'ively']",Correct,Correct,sentencepiece,0,Correct
17626,17626,incomparably,comparably,in-comparably,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'com', 'par', 'ably']",Correct,Correct,"['compar', 'ably']",Incorrect,Incorrect,"['in', '-', 'com', 'par', 'ably']",Correct,Correct,sentencepiece,1,Correct
17636,17636,incredibly,credibly,in-credibly,in,meta-llama/Llama-2-13b-chat-hf,"['incred', 'ibly']",Incorrect,Correct,"['cred', 'ibly']",Incorrect,Incorrect,"['in', '-', 'cred', 'ibly']",Correct,Correct,sentencepiece,1,Under-segmented
17646,17646,incredulously,credulously,in-credulously,in,meta-llama/Llama-2-13b-chat-hf,"['incred', 'ul', 'ously']",Incorrect,Correct,"['cred', 'ul', 'ously']",Incorrect,Incorrect,"['in', '-', 'cred', 'ul', 'ously']",Correct,Correct,sentencepiece,0,Under-segmented
17656,17656,outdoors,indoors,out-doors,out,meta-llama/Llama-2-13b-chat-hf,"['out', 'do', 'ors']",Correct,Correct,"['ind', 'o', 'ors']",Incorrect,Incorrect,"['out', '-', 'do', 'ors']",Correct,Correct,sentencepiece,1,Correct
17666,17666,infinitely,finitely,in-finitely,in,meta-llama/Llama-2-13b-chat-hf,['infinitely'],Not segmented,Correct,"['finit', 'ely']",Incorrect,Correct,"['in', '-', 'f', 'initely']",Correct,Correct,sentencepiece,1,Under-segmented
17676,17676,informally,formally,in-formally,in,meta-llama/Llama-2-13b-chat-hf,"['inform', 'ally']",Incorrect,Correct,['formally'],Not segmented,Not segmented,"['in', '-', 'form', 'ally']",Correct,Correct,sentencepiece,1,Under-segmented
17686,17686,uninformatively,informatively,un-informatively,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'in', 'form', 'atively']",Correct,Correct,"['inform', 'atively']",Incorrect,Incorrect,"['un', '-', 'in', 'form', 'atively']",Correct,Correct,sentencepiece,0,Correct
17696,17696,inoffensively,offensively,in-offensively,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'off', 'ens', 'ively']",Correct,Correct,"['off', 'ens', 'ively']",Incorrect,Incorrect,"['in', '-', 'off', 'ens', 'ively']",Correct,Correct,sentencepiece,1,Correct
17706,17706,inopportunely,opportunely,in-opportunely,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'o', 'pport', 'un', 'ely']",Correct,Correct,"['opportun', 'ely']",Incorrect,Incorrect,"['in', '-', 'o', 'pport', 'un', 'ely']",Correct,Correct,sentencepiece,0,Correct
17716,17716,insanely,sanely,in-sanely,in,meta-llama/Llama-2-13b-chat-hf,"['ins', 'an', 'ely']",Incorrect,Correct,"['san', 'ely']",Incorrect,Incorrect,"['in', '-', 'san', 'ely']",Correct,Correct,sentencepiece,1,Under-segmented
17726,17726,uninstructively,instructively,un-instructively,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'inst', 'ruct', 'ively']",Correct,Correct,"['instruct', 'ively']",Incorrect,Incorrect,"['un', '-', 'inst', 'ruct', 'ively']",Correct,Correct,sentencepiece,1,Correct
17736,17736,unintelligently,intelligently,un-intelligently,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'int', 'ellig', 'ently']",Correct,Correct,"['intellig', 'ently']",Incorrect,Incorrect,"['un', '-', 'int', 'ellig', 'ently']",Correct,Correct,sentencepiece,0,Correct
17746,17746,unintelligibly,intelligibly,un-intelligibly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'int', 'ellig', 'ibly']",Correct,Correct,"['intellig', 'ibly']",Incorrect,Incorrect,"['un', '-', 'int', 'ellig', 'ibly']",Correct,Correct,sentencepiece,0,Correct
17756,17756,unintentionally,intentionally,un-intentionally,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'int', 'ention', 'ally']",Correct,Correct,"['intention', 'ally']",Incorrect,Incorrect,"['un', '-', 'int', 'ention', 'ally']",Correct,Correct,sentencepiece,0,Correct
17766,17766,uninterestingly,interestingly,un-interestingly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'inter', 'est', 'ingly']",Correct,Correct,"['interesting', 'ly']",Incorrect,Incorrect,"['un', '-', 'inter', 'est', 'ingly']",Correct,Correct,sentencepiece,0,Correct
17776,17776,internally,externally,in-ternally,in,meta-llama/Llama-2-13b-chat-hf,['internally'],Not segmented,Correct,"['extern', 'ally']",Incorrect,Incorrect,"['in', '-', 'tern', 'ally']",Correct,Correct,sentencepiece,1,Under-segmented
17786,17786,joylessly,joyfully,joy-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['joy', 'lessly']",Incorrect,Correct,"['joy', 'fully']",Incorrect,Incorrect,"['joy', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
17796,17796,injudiciously,judiciously,in-judiciously,in,meta-llama/Llama-2-13b-chat-hf,"['inj', 'ud', 'ici', 'ously']",Incorrect,Correct,"['jud', 'ici', 'ously']",Incorrect,Incorrect,"['in', '-', 'jud', 'ici', 'ously']",Correct,Correct,sentencepiece,0,Under-segmented
17806,17806,unjustifiably,justifiably,un-justifiably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'just', 'ifi', 'ably']",Correct,Correct,"['just', 'ifi', 'ably']",Incorrect,Incorrect,"['un', '-', 'just', 'ifi', 'ably']",Correct,Correct,sentencepiece,0,Correct
17816,17816,unjustly,justly,un-justly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'just', 'ly']",Correct,Correct,"['just', 'ly']",Incorrect,Incorrect,"['un', '-', 'just', 'ly']",Correct,Correct,sentencepiece,0,Correct
17826,17826,unkindly,kindly,un-kindly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'kind', 'ly']",Correct,Correct,['kindly'],Not segmented,Not segmented,"['un', '-', 'kind', 'ly']",Correct,Correct,sentencepiece,0,Correct
17836,17836,unknowingly,knowingly,un-knowingly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'know', 'ingly']",Correct,Correct,"['know', 'ingly']",Incorrect,Incorrect,"['un', '-', 'know', 'ingly']",Correct,Correct,sentencepiece,0,Correct
17846,17846,unlawfully,lawfully,un-lawfully,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'law', 'fully']",Correct,Correct,"['law', 'fully']",Incorrect,Incorrect,"['un', '-', 'law', 'fully']",Correct,Correct,sentencepiece,0,Correct
17856,17856,lawlessly,lawfully,law-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['law', 'lessly']",Incorrect,Correct,"['law', 'fully']",Incorrect,Incorrect,"['law', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
17866,17866,illegibly,legibly,il-legibly,il,meta-llama/Llama-2-13b-chat-hf,"['il', 'leg', 'ibly']",Correct,Correct,"['leg', 'ibly']",Incorrect,Incorrect,"['il', '-', 'leg', 'ibly']",Correct,Correct,sentencepiece,0,Correct
17876,17876,illogically,logically,il-logically,il,meta-llama/Llama-2-13b-chat-hf,"['il', 'log', 'ically']",Correct,Correct,"['log', 'ically']",Incorrect,Incorrect,"['il', '-', 'log', 'ically']",Correct,Correct,sentencepiece,0,Correct
17886,17886,disloyally,loyally,dis-loyally,dis,meta-llama/Llama-2-13b-chat-hf,"['dis', 'loy', 'ally']",Correct,Correct,"['lo', 'y', 'ally']",Incorrect,Incorrect,"['dis', '-', 'loy', 'ally']",Correct,Correct,sentencepiece,0,Correct
17896,17896,unluckily,luckily,un-luckily,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'l', 'uck', 'ily']",Correct,Correct,"['luck', 'ily']",Incorrect,Incorrect,"['un', '-', 'l', 'uck', 'ily']",Correct,Correct,sentencepiece,0,Correct
17906,17906,unmanageably,manageably,un-manageably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'man', 'age', 'ably']",Correct,Correct,"['manage', 'ably']",Incorrect,Incorrect,"['un', '-', 'man', 'age', 'ably']",Correct,Correct,sentencepiece,0,Correct
17916,17916,unmanfully,manfully,un-manfully,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'man', 'fully']",Correct,Correct,"['man', 'fully']",Incorrect,Incorrect,"['un', '-', 'man', 'fully']",Correct,Correct,sentencepiece,0,Correct
17926,17926,unmelodiously,melodiously,un-melodiously,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'mel', 'od', 'iously']",Correct,Correct,"['mel', 'od', 'iously']",Incorrect,Incorrect,"['un', '-', 'mel', 'od', 'iously']",Correct,Correct,sentencepiece,0,Correct
17936,17936,unmemorably,memorably,un-memorably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'mem', 'or', 'ably']",Correct,Correct,"['memor', 'ably']",Incorrect,Incorrect,"['un', '-', 'mem', 'or', 'ably']",Correct,Correct,sentencepiece,0,Correct
17946,17946,unmindfully,mindfully,un-mindfully,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'mind', 'fully']",Correct,Correct,"['mind', 'fully']",Incorrect,Incorrect,"['un', '-', 'mind', 'fully']",Correct,Correct,sentencepiece,0,Correct
17956,17956,immoderately,moderately,im-moderately,im,meta-llama/Llama-2-13b-chat-hf,"['im', 'mod', 'er', 'ately']",Correct,Correct,"['moder', 'ately']",Incorrect,Incorrect,"['im', '-', 'mod', 'er', 'ately']",Correct,Correct,sentencepiece,1,Correct
17966,17966,immodestly,modestly,im-modestly,im,meta-llama/Llama-2-13b-chat-hf,"['im', 'mod', 'est', 'ly']",Correct,Correct,"['mod', 'est', 'ly']",Incorrect,Incorrect,"['im', '-', 'mod', 'est', 'ly']",Correct,Correct,sentencepiece,1,Correct
17976,17976,immorally,morally,im-morally,im,meta-llama/Llama-2-13b-chat-hf,"['imm', 'or', 'ally']",Incorrect,Correct,"['mor', 'ally']",Incorrect,Incorrect,"['im', '-', 'mor', 'ally']",Correct,Correct,sentencepiece,0,Under-segmented
17986,17986,unmusically,musically,un-musically,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'mus', 'ically']",Correct,Correct,"['mus', 'ically']",Incorrect,Incorrect,"['un', '-', 'mus', 'ically']",Correct,Correct,sentencepiece,0,Correct
17996,17996,unnaturally,naturally,un-naturally,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'n', 'atur', 'ally']",Correct,Correct,['naturally'],Not segmented,Not segmented,"['un', '-', 'n', 'atur', 'ally']",Correct,Correct,sentencepiece,0,Correct
18006,18006,unnecessarily,necessarily,un-necessarily,un,meta-llama/Llama-2-13b-chat-hf,"['unnecess', 'arily']",Incorrect,Correct,['necessarily'],Not segmented,Not segmented,"['un', '-', 'necess', 'arily']",Correct,Correct,sentencepiece,0,Under-segmented
18016,18016,disobediently,obediently,dis-obediently,dis,meta-llama/Llama-2-13b-chat-hf,"['dis', 'ob', 'ed', 'ient', 'ly']",Correct,Correct,"['ob', 'ed', 'ient', 'ly']",Incorrect,Incorrect,"['dis', '-', 'ob', 'ed', 'ient', 'ly']",Correct,Correct,sentencepiece,0,Correct
18026,18026,unobtrusively,obtrusively,un-obtrusively,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'ob', 'tr', 'us', 'ively']",Correct,Correct,"['ob', 'tr', 'us', 'ively']",Incorrect,Incorrect,"['un', '-', 'ob', 'tr', 'us', 'ively']",Correct,Correct,sentencepiece,0,Correct
18036,18036,unofficially,officially,un-officially,un,meta-llama/Llama-2-13b-chat-hf,"['uno', 'fficial', 'ly']",Incorrect,Correct,['officially'],Not segmented,Not segmented,"['un', '-', 'o', 'fficial', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
18046,18046,aborad,orad,ab-orad,ab,meta-llama/Llama-2-13b-chat-hf,"['ab', 'or', 'ad']",Correct,Correct,"['or', 'ad']",Incorrect,Incorrect,"['ab', '-', 'or', 'ad']",Correct,Correct,sentencepiece,1,Correct
18056,18056,inorganically,organically,in-organically,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'organ', 'ically']",Correct,Correct,"['organ', 'ically']",Incorrect,Incorrect,"['in', '-', 'organ', 'ically']",Correct,Correct,sentencepiece,0,Correct
18066,18066,painlessly,painfully,pain-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['pain', 'lessly']",Incorrect,Correct,"['pain', 'fully']",Incorrect,Incorrect,"['pain', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
18076,18076,unpalatably,palatably,un-palatably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'pal', 'at', 'ably']",Correct,Correct,"['pal', 'at', 'ably']",Incorrect,Incorrect,"['un', '-', 'pal', 'at', 'ably']",Correct,Correct,sentencepiece,0,Correct
18086,18086,unpardonably,pardonably,un-pardonably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'p', 'ardon', 'ably']",Correct,Correct,"['p', 'ardon', 'ably']",Incorrect,Incorrect,"['un', '-', 'p', 'ardon', 'ably']",Correct,Correct,sentencepiece,0,Correct
18096,18096,unpatriotically,patriotically,un-patriotically,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'pat', 'ri', 'ot', 'ically']",Correct,Correct,"['patri', 'ot', 'ically']",Incorrect,Incorrect,"['un', '-', 'pat', 'ri', 'ot', 'ically']",Correct,Correct,sentencepiece,0,Correct
18106,18106,imperfectly,perfectly,im-perfectly,im,meta-llama/Llama-2-13b-chat-hf,"['imper', 'fect', 'ly']",Incorrect,Correct,['perfectly'],Not segmented,Not segmented,"['im', '-', 'per', 'fect', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
18116,18116,impermissibly,permissibly,im-permissibly,im,meta-llama/Llama-2-13b-chat-hf,"['imper', 'miss', 'ibly']",Incorrect,Correct,"['perm', 'iss', 'ibly']",Incorrect,Incorrect,"['im', '-', 'per', 'miss', 'ibly']",Correct,Correct,sentencepiece,0,Under-segmented
18126,18126,unpleasantly,pleasantly,un-pleasantly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'ple', 'as', 'antly']",Correct,Correct,"['ple', 'as', 'antly']",Incorrect,Incorrect,"['un', '-', 'ple', 'as', 'antly']",Correct,Correct,sentencepiece,0,Correct
18136,18136,impolitely,politely,im-politely,im,meta-llama/Llama-2-13b-chat-hf,"['imp', 'olit', 'ely']",Incorrect,Correct,"['polit', 'ely']",Incorrect,Incorrect,"['im', '-', 'polit', 'ely']",Correct,Correct,sentencepiece,0,Under-segmented
18146,18146,impossibly,possibly,im-possibly,im,meta-llama/Llama-2-13b-chat-hf,"['impos', 's', 'ibly']",Incorrect,Correct,['possibly'],Not segmented,Not segmented,"['im', '-', 'poss', 'ibly']",Correct,Correct,sentencepiece,0,Under-segmented
18156,18156,unprecedentedly,precedentedly,un-precedentedly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'pre', 'ced', 'ented', 'ly']",Correct,Correct,"['preced', 'ented', 'ly']",Incorrect,Incorrect,"['un', '-', 'pre', 'ced', 'ented', 'ly']",Correct,Correct,sentencepiece,0,Correct
18166,18166,imprecisely,precisely,im-precisely,im,meta-llama/Llama-2-13b-chat-hf,"['im', 'pre', 'cis', 'ely']",Correct,Correct,['precisely'],Not segmented,Not segmented,"['im', '-', 'pre', 'cis', 'ely']",Correct,Correct,sentencepiece,0,Correct
18176,18176,unpretentiously,pretentiously,un-pretentiously,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'pret', 'ent', 'iously']",Correct,Correct,"['pret', 'ent', 'iously']",Incorrect,Incorrect,"['un', '-', 'pret', 'ent', 'iously']",Correct,Correct,sentencepiece,1,Correct
18186,18186,unproductively,productively,un-productively,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'product', 'ively']",Correct,Correct,"['product', 'ively']",Incorrect,Incorrect,"['un', '-', 'product', 'ively']",Correct,Correct,sentencepiece,0,Correct
18196,18196,unprofitably,profitably,un-profitably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'pro', 'fit', 'ably']",Correct,Correct,"['profit', 'ably']",Incorrect,Incorrect,"['un', '-', 'pro', 'fit', 'ably']",Correct,Correct,sentencepiece,0,Correct
18206,18206,unpropitiously,propitiously,un-propitiously,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'prop', 'it', 'iously']",Correct,Correct,"['prop', 'it', 'iously']",Incorrect,Incorrect,"['un', '-', 'prop', 'it', 'iously']",Correct,Correct,sentencepiece,0,Correct
18216,18216,imprudently,prudently,im-prudently,im,meta-llama/Llama-2-13b-chat-hf,"['impr', 'ud', 'ently']",Incorrect,Correct,"['pr', 'ud', 'ently']",Incorrect,Incorrect,"['im', '-', 'pr', 'ud', 'ently']",Correct,Correct,sentencepiece,0,Under-segmented
18226,18226,unquietly,quietly,un-quietly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'qu', 'iet', 'ly']",Correct,Correct,['quietly'],Not segmented,Not segmented,"['un', '-', 'qu', 'iet', 'ly']",Correct,Correct,sentencepiece,0,Correct
18236,18236,irrationally,rationally,ir-rationally,ir,meta-llama/Llama-2-13b-chat-hf,"['ir', 'r', 'ation', 'ally']",Correct,Correct,"['r', 'ation', 'ally']",Incorrect,Incorrect,"['ir', '-', 'r', 'ation', 'ally']",Correct,Correct,sentencepiece,1,Correct
18246,18246,unrealistically,realistically,un-realistically,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'real', 'ist', 'ically']",Correct,Correct,"['real', 'ist', 'ically']",Incorrect,Incorrect,"['un', '-', 'real', 'ist', 'ically']",Correct,Correct,sentencepiece,0,Correct
18256,18256,unreasonably,reasonably,un-reasonably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'reason', 'ably']",Correct,Correct,"['reason', 'ably']",Incorrect,Incorrect,"['un', '-', 'reason', 'ably']",Correct,Correct,sentencepiece,0,Correct
18266,18266,unrecognizably,recognizably,un-recognizably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'recogn', 'iz', 'ably']",Correct,Correct,"['recogn', 'iz', 'ably']",Incorrect,Incorrect,"['un', '-', 'recogn', 'iz', 'ably']",Correct,Correct,sentencepiece,0,Correct
18276,18276,irregularly,regularly,ir-regularly,ir,meta-llama/Llama-2-13b-chat-hf,"['irregular', 'ly']",Incorrect,Correct,['regularly'],Not segmented,Not segmented,"['ir', '-', 'regular', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
18286,18286,unreliably,reliably,un-reliably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 're', 'li', 'ably']",Correct,Correct,"['reli', 'ably']",Incorrect,Incorrect,"['un', '-', 're', 'li', 'ably']",Correct,Correct,sentencepiece,0,Correct
18296,18296,irresolutely,resolutely,ir-resolutely,ir,meta-llama/Llama-2-13b-chat-hf,"['ir', 'resol', 'utely']",Correct,Correct,"['resol', 'utely']",Incorrect,Incorrect,"['ir', '-', 'resol', 'utely']",Correct,Correct,sentencepiece,1,Correct
18306,18306,disrespectfully,respectfully,dis-respectfully,dis,meta-llama/Llama-2-13b-chat-hf,"['dis', 'res', 'pect', 'fully']",Correct,Correct,"['respect', 'fully']",Incorrect,Incorrect,"['dis', '-', 'res', 'pect', 'fully']",Correct,Correct,sentencepiece,0,Correct
18316,18316,irresponsibly,responsibly,ir-responsibly,ir,meta-llama/Llama-2-13b-chat-hf,"['ir', 'respons', 'ibly']",Correct,Correct,"['respons', 'ibly']",Incorrect,Incorrect,"['ir', '-', 'respons', 'ibly']",Correct,Correct,sentencepiece,0,Correct
18326,18326,unrighteously,righteously,un-righteously,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'r', 'igh', 'te', 'ously']",Correct,Correct,"['r', 'igh', 'te', 'ously']",Incorrect,Incorrect,"['un', '-', 'r', 'igh', 'te', 'ously']",Correct,Correct,sentencepiece,0,Correct
18336,18336,unromantically,romantically,un-romantically,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'rom', 'ant', 'ically']",Correct,Correct,"['rom', 'ant', 'ically']",Incorrect,Incorrect,"['un', '-', 'rom', 'ant', 'ically']",Correct,Correct,sentencepiece,0,Correct
18346,18346,unsatisfactorily,satisfactorily,un-satisfactorily,un,meta-llama/Llama-2-13b-chat-hf,"['uns', 'atisf', 'actor', 'ily']",Incorrect,Correct,"['satisf', 'actor', 'ily']",Incorrect,Incorrect,"['un', '-', 's', 'atisf', 'actor', 'ily']",Correct,Correct,sentencepiece,0,Under-segmented
18356,18356,unseasonably,seasonably,un-seasonably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'season', 'ably']",Correct,Correct,"['season', 'ably']",Incorrect,Incorrect,"['un', '-', 'season', 'ably']",Correct,Correct,sentencepiece,0,Correct
18366,18366,insecurely,securely,in-securely,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'secure', 'ly']",Correct,Correct,"['secure', 'ly']",Incorrect,Incorrect,"['in', '-', 'secure', 'ly']",Correct,Correct,sentencepiece,0,Correct
18376,18376,unselfconsciously,self-consciously,un-selfconsciously,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'self', 'cons', 'ci', 'ously']",Correct,Correct,"['self', '-', 'cons', 'ci', 'ously']",Incorrect,Incorrect,"['un', '-', 'self', 'cons', 'ci', 'ously']",Correct,Correct,sentencepiece,1,Correct
18386,18386,unselfishly,selfishly,un-selfishly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'self', 'ish', 'ly']",Correct,Correct,"['self', 'ish', 'ly']",Incorrect,Incorrect,"['un', '-', 'self', 'ish', 'ly']",Correct,Correct,sentencepiece,1,Correct
18396,18396,insensitively,sensitively,in-sensitively,in,meta-llama/Llama-2-13b-chat-hf,"['ins', 'ens', 'it', 'ively']",Incorrect,Correct,"['sens', 'it', 'ively']",Incorrect,Incorrect,"['in', '-', 'sens', 'it', 'ively']",Correct,Correct,sentencepiece,0,Under-segmented
18406,18406,unsentimentally,sentimentally,un-sentimentally,un,meta-llama/Llama-2-13b-chat-hf,"['uns', 'ent', 'iment', 'ally']",Incorrect,Correct,"['sentiment', 'ally']",Incorrect,Incorrect,"['un', '-', 'sent', 'iment', 'ally']",Correct,Correct,sentencepiece,0,Under-segmented
